title,type,release_year,runtime (mins),main_genre,countries,streaming_service,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,director
Warmed-Over Krautrock,MOVIE,2020,82,comedy,US,Amazon,5.1,47,0.677,5.821511111,
Survive the Night,MOVIE,2020,90,thriller,US,Amazon,4.1,11748,11.178,5.1,Matt Eskandari
Never Too Late,MOVIE,2020,95,comedy,AU,Amazon,5.9,624,10.053,5.8,Mark Lamprell
Valayam,MOVIE,2020,141,thriller,IN,Amazon,5.8,210,0.615,5.606822811,Ramesh Kadumula
Don't Call Me Bigfoot,MOVIE,2020,80,documentation,US,Amazon,5.4,180,1.376,7.3,Jeremy Norrie
Robbie Lyle: Football Fans Under Their Skin,MOVIE,2020,60,documentation,US,Amazon,10,162,1.4,10,Iain Thompson
The Wolf of Snow Hollow,MOVIE,2020,84,horror,US,Amazon,6.2,18365,48.047,6.2,Jim Cummings
An English Haunting,MOVIE,2020,89,horror,GB,Amazon,4.3,601,2.88,5.1,Charlie Steeds
Bad Therapy,MOVIE,2020,98,comedy,US,Amazon,4.3,843,4.125,4.5,William Teitler
Close Encounters of the Fifth Kind,MOVIE,2020,120,documentation,US,Amazon,6.1,1758,9.603,7.2,Michael Mazzola
Finding Grace,MOVIE,2020,106,drama,US,Amazon,5.4,240,60.996,6.3,Warren Fast
Walkaway Joe,MOVIE,2020,89,drama,US,Amazon,5.6,1066,5.394,5.7,Tom Wright
Happiness Continues,MOVIE,2020,104,music,US,Amazon,7.4,393,7.391,7.7,Anthony Mandler
Netflix vs. the World,MOVIE,2020,104,documentation,US,Amazon,6.8,698,5.274,6.3,Shawn Cauthen
Break,MOVIE,2020,107,crime,GB,Amazon,4.6,239,5.527,5.4,Michael Elkin
Dan Cummins: Get Outta Here; Devil!,MOVIE,2020,71,comedy,US,Amazon,7.6,117,1.325,8.7,Brian Volk-Weiss
A Stormy Night,MOVIE,2020,76,drama,ES,Amazon,5.7,425,2.232,6.6,David Moragas
The Legion,MOVIE,2020,96,action,"ES,US",Amazon,3.1,920,24.827,6.2,Jose Magan
For the Love of Jessee,MOVIE,2020,94,drama,US,Amazon,5.9,267,4.832,7.4,David McAbee
Evil Little Things,MOVIE,2020,85,horror,US,Amazon,3.5,355,3.892,5.9,Matt Green
Arthur & Merlin: Knights of Camelot,MOVIE,2020,91,history,GB,Amazon,3.3,6296,11.134,5.4,Giles Alderson
Think Like a Dog,MOVIE,2020,91,drama,"US,GB",Amazon,5.1,1724,9.742,6.5,Gil Junger
Alone Wolf,MOVIE,2020,100,thriller,US,Amazon,4.2,197,4.335,4,Charles Ehrlinger
Deep Sea Monster Raiga vs. Lava Beast Ohga,MOVIE,2020,83,scifi,US,Amazon,4.1,35,0.6,6,Shinpei Hayashiya
Chemical Hearts,MOVIE,2020,93,drama,US,Amazon,6.2,12288,46.345,7.5,Richard Tanne
Ponmagal Vandhal,MOVIE,2020,120,thriller,IN,Amazon,6.8,2962,1.856,6.6,JJ Fredrick
Body Cam,MOVIE,2020,96,horror,US,Amazon,5.3,5815,9.885,6.3,Malik Vitthal
Return of the Tooth Fairy,MOVIE,2020,91,horror,GB,Amazon,2.3,348,35.053,6.5,Louisa Warren
The Maid,MOVIE,2020,102,horror,TH,Amazon,5.7,864,29.851,6.2,Lee Thongkham
The Monopoly on Violence,MOVIE,2020,106,documentation,US,Amazon,6.7,399,1.831,7.7,Chris Cofer
The Black Emperor of Broadway,MOVIE,2020,95,drama,US,Amazon,5.2,112,3.658,6.5,Arthur Egeli
Mighty Oak,MOVIE,2020,102,comedy,US,Amazon,5.2,542,5.166,6.6,Sean McNamara
The Love Between Us,MOVIE,2020,106,romance,US,Amazon,5.914526316,866.5,2.863,5.83271028,Christian Igbinovia
Kim McVicar: Please Notice Me,MOVIE,2020,63,comedy,US,Amazon,7.2,26,0.6,5.821511111,Quentin Lee
Urartu. The Forgotten Kingdom,MOVIE,2020,50,drama,"RU,AM",Amazon,6.5,53,1.377,5.989918256,Armen Grigoryan
The River: A Documentary Film,MOVIE,2020,91,documentation,US,Amazon,6.6,35,0.913,6.655773956,Rick Walters
Enchantimals: Spring Into Harvest Hills,MOVIE,2020,45,drama,US,Amazon,6.1,30,2.866,10,Jayson Thiessen
Ruin Agency,MOVIE,2020,69,comedy,US,Amazon,5.917838246,345,2.037,5.821511111,Tyeisha Downer
Anonymous Vol. 1 - The Dreamland Adventures the Mysteries of Atlantis,MOVIE,2020,178,scifi,US,Amazon,7.8,5,4.0895,5.25320197,David Christians
White Demise,MOVIE,2020,70,drama,US,Amazon,4.2,58,0.692,5.989918256,Daeil Kim
Mr. Family Man,MOVIE,2020,55,comedy,IN,Amazon,7,34,0.6,5.821511111,Kreeti Gogia
Blunderpuss,MOVIE,2020,72,comedy,XX,Amazon,4.2,28,1.536,5.821511111,Shaina Feinberg
Greg Warren: Where the Field Corn Grows,MOVIE,2020,59,comedy,US,Amazon,6.9,57,0.6,7.5,Eric Abrams
LEGO Monkie Kid: A Hero Is Born,MOVIE,2020,45,action,"US,AU,CN,DK",Amazon,7.7,110,61.317,5,Sarah Harper
Screwdriver,MOVIE,2020,70,horror,US,Amazon,3.3,37,2.388,3,Chuck Conry
Route 24,MOVIE,2020,100,crime,US,Amazon,5.799190283,372,2.2435,5.763592233,Rotimi Akanbi
From Nothin,MOVIE,2020,113,comedy,US,Amazon,5.917838246,345,2.037,5.821511111,Steven A. Ewing
Sinful,MOVIE,2020,74,thriller,US,Amazon,4.6,2759,2.784,2,Rich Mallery
Electrician,MOVIE,2020,85,drama,US,Amazon,7.3,95,0.6,5.989918256,Steve Conway
Baggy in & as KungFu Bonda: A Mostly English Stand Up Comedy Special,MOVIE,2020,77,comedy,US,Amazon,4.9,22,0.6,7,Bhargav Ramakrishnan
"I Do, or Die - A Killer Arrangement",MOVIE,2020,90,drama,US,Amazon,5.1,52,3.543,7,Stanley M. Brooks
Mustang Saviors,MOVIE,2020,100,documentation,US,Amazon,8.5,14,0.675,6.655773956,David Glossberg
Quota,MOVIE,2020,101,family,IN,Amazon,9.2,306,0.692,4,Amudhavanan P.
Live Hard,MOVIE,2020,102,drama,US,Amazon,6.107832666,453.5,2.12,5.989918256,Hwang Wook
The Making of America's Most Dangerous City,MOVIE,2020,57,documentation,US,Amazon,5.8,18,1.4265,6.655773956,Thomas Freeman Jr.
Target Number One,MOVIE,2020,135,thriller,CA,Amazon,6.1,4610,9.44,6.4,
Summer Rebels,MOVIE,2020,92,family,"DE,SK",Amazon,6.2,67,1.4,5,Martina Sakova
Switzerland,MOVIE,2020,135,drama,IN,Amazon,7.1,587,1.246,3,Sauvik Kundu
High Wire,MOVIE,2020,82,documentation,US,Amazon,6.936832413,162,1.4265,6.655773956,Claude Guilmain
The Curse of Hobbes House,MOVIE,2020,83,thriller,GB,Amazon,3.8,244,2.884,6.7,Juliane Block
47 Days,MOVIE,2020,130,thriller,IN,Amazon,5.1,119,1.153,5.606822811,Pradeep Maddali
On the Trail of UFOs,MOVIE,2020,268,documentation,US,Amazon,5.8,40,0.616,4,Seth Breedlove
French Biriyani,MOVIE,2020,116,comedy,IN,Amazon,5.8,1002,1.36,10,Pannaga Bharana
The Silencing,MOVIE,2020,93,thriller,"CA,US",Amazon,6.2,21704,16.072,6.5,Robin Pront
A Deadly Legend,MOVIE,2020,80,horror,US,Amazon,2.6,225,1.779,2.7,Pamela Moriarty
The Devil´s Shadow,MOVIE,2020,54,horror,US,Amazon,4.4,59,0.808,7,Max Coronel
The Mothman Legacy,MOVIE,2020,77,documentation,US,Amazon,5.1,216,2.881,6.6,Seth Breedlove
Words on Bathroom Walls,MOVIE,2020,111,romance,US,Amazon,7.1,9167,10.699,8,Thor Freudenthal
Max Reload and the Nether Blasters,MOVIE,2020,101,scifi,US,Amazon,4.9,741,3.74,6.6,Scott Conditt
Curse of Aurore,MOVIE,2020,90,horror,US,Amazon,4.6,570,2.483,5,Mehran C. Torgoley
All In: The Fight for Democracy,MOVIE,2020,102,documentation,US,Amazon,6.6,1926,5.225,7.6,Lisa Cortes
The Special,MOVIE,2020,94,horror,US,Amazon,4.8,943,16.309,5.9,B. Harrison Smith
I Am Lisa,MOVIE,2020,92,thriller,US,Amazon,4,913,3.735,5.7,Patrick Rea
One Night in Miami...,MOVIE,2020,114,drama,US,Amazon,7.1,31202,12.951,7.1,Regina King
Karuppankaatu Valasu,MOVIE,2020,110,horror,IN,Amazon,7.3,74,1.691,5.029120879,Selvendran
Ten Minutes to Midnight,MOVIE,2020,73,horror,US,Amazon,4.4,699,4.521,5.8,Erik Bloomquist
Incident at Guilt Ridge,MOVIE,2020,76,western,US,Amazon,3.4,86,1.4,2,Joe Cornet
A Werewolf in England,MOVIE,2020,85,horror,GB,Amazon,4.5,2013,7.808,6,Charlie Steeds
Spontaneous,MOVIE,2020,102,horror,US,Amazon,6.5,11916,10.435,7,Brian Duffield
Juvenile Delinquents,MOVIE,2020,118,drama,US,Amazon,6.1,95,3.002,1,Neil Goss
Blondie Maxwell Never Loses,MOVIE,2020,87,thriller,FR,Amazon,4.6,55,1.45,3.6,Julien Ivanowich
Evil Eye,MOVIE,2020,90,thriller,US,Amazon,4.8,3487,31.849,5.5,Elan Dassani
Nocturne,MOVIE,2020,90,thriller,US,Amazon,5.7,8453,25.011,5.9,Zu Quirke
Black Boys,MOVIE,2020,95,documentation,US,Amazon,5.2,301,1.4,3.5,Sonia Lowman
Midnight Devils,MOVIE,2020,78,horror,US,Amazon,3.6,123,0.881,5.029120879,Abel Berry
Get Back Up,MOVIE,2020,105,music,US,Amazon,7.4,323,2.359,8,Norry Niven
C U Soon,MOVIE,2020,98,thriller,IN,Amazon,7.8,5992,2.737,7.2,Mahesh Narayanan
Mambo Man,MOVIE,2020,82,drama,"CU,GB",Amazon,8.6,80,0.6,5.989918256,Edesio Alejandro
Os Espetaculares,MOVIE,2020,87,comedy,BR,Amazon,5.7,108,3.04,7,André Pellenz
"Willie, Jamaley & The Cacacoon",MOVIE,2020,71,comedy,US,Amazon,5.1,9,2.26,5.821511111,Ryan Dellaquila
Akilla's Escape,MOVIE,2020,90,thriller,"CA,US",Amazon,5.4,314,5.974,5,Charles Officer
The Boy from Medellín,MOVIE,2020,95,music,US,Amazon,6.1,621,24.597,5.9,Matthew Heineman
Underplayed,MOVIE,2020,88,music,CA,Amazon,6.4,113,3.36,6,Stacey Lee
Alone,MOVIE,2020,92,horror,US,Amazon,4.9,3304,13.187,6,Johnny Martin
V,MOVIE,2020,140,thriller,IN,Amazon,7,8062,3.839,5.9,Mohana Krishna Indraganti
Touch,MOVIE,2020,97,thriller,US,Amazon,5.2,65,0.671,5,Aleksandra Szczepanowska
Interviewing Monsters and Bigfoot,MOVIE,2020,101,comedy,US,Amazon,3.2,180,1.579,8,Thomas Smugala
The Witch of Kings Cross,MOVIE,2020,78,documentation,AU,Amazon,6.4,224,1.963,6,Sonia Bible
Intersect,MOVIE,2020,119,thriller,US,Amazon,3.7,3698,46.401,5.8,Gus Holwerda
Goodbye Seventies,MOVIE,2020,92,drama,US,Amazon,4,230,2.583,4.8,Todd Verow
Québexit,MOVIE,2020,80,comedy,CA,Amazon,7.6,19,0.84,5.5,Joshua Demers
Out of Body,MOVIE,2020,104,scifi,US,Amazon,6.5,94,2.205,2,Jason T. Gaffney
The Man In The Hat,MOVIE,2020,95,comedy,GB,Amazon,6.4,711,4.75,6,John-Paul Davidson
Like Love,MOVIE,2020,83,comedy,US,Amazon,5.9,51,2.501,3,Michael Wolfe
"Events Transpiring Before, During, and After a High School Basketball Game",MOVIE,2020,76,comedy,CA,Amazon,5.9,92,2.464,5.821511111,Ted Stenson
Dreaming Grand Avenue,MOVIE,2020,99,drama,US,Amazon,5.5,75,1.25,6,Hugh Schulze
Brash Boys Club,MOVIE,2020,82,documentation,US,Amazon,3.9,23,0.875,6.655773956,Quentin Lee
Intolerance: No More,MOVIE,2020,80,drama,US,Amazon,3.5,102,2.977,4,Sergio Guerrero
Combat Wombat,MOVIE,2020,85,action,AU,Amazon,5.2,212,21.006,7,Ricard Cussó
Quarantine Girl,MOVIE,2020,61,horror,US,Amazon,4.8,2408,4.858,4.1,Nicole D'Angelo
Corona,MOVIE,2020,63,drama,CA,Amazon,4.4,97,2.337,5.989918256,Mostafa Keshvari
Kabir Singh: Retiring Material,MOVIE,2020,25,comedy,US,Amazon,7.2,5,0.837,6,Aaron Stephenson
Butchers,MOVIE,2020,93,horror,CA,Amazon,4.6,2052,73.563,4.9,Adrian Langley
Concrete Plans,MOVIE,2020,91,thriller,GB,Amazon,5.3,639,4.119,6.2,Will Jewell
The Name,MOVIE,2020,110,drama,KR,Amazon,7.8,9,1.488,6,
By Night's End,MOVIE,2020,85,thriller,US,Amazon,5,282,1.799,5.8,Walker Whited
Borat Subsequent Moviefilm,MOVIE,2020,96,comedy,US,Amazon,6.6,136500,11.549,6.5,Jason Woliner
Putham Pudhu Kaalai,MOVIE,2020,129,drama,IN,Amazon,6.8,1698,2.87,6.6,Sudha Kongara
Android Uprising,MOVIE,2020,81,scifi,US,Amazon,2.3,132,4.282,5.4,Andrew Bellware
The Eagle's Nest,MOVIE,2020,90,thriller,"CM,GB",Amazon,5.7,42,0.84,2.5,Olivier Assoua
Murder Bury Win,MOVIE,2020,90,horror,US,Amazon,5.3,323,3.476,6.8,Michael Lovan
Jonas Kaufmann - Ein Weltstar ganz privat,MOVIE,2020,74,documentation,DE,Amazon,8.3,11,0.84,10,Michael Giehmann
Trump vs the Illuminati,MOVIE,2020,69,animation,US,Amazon,2.2,424,3.794,2.4,BC Fourteen
Behind Closed Doors,MOVIE,2020,88,horror,US,Amazon,5.4,53,3.157,5.029120879,Jonathan Milton
Film Fest,MOVIE,2020,96,drama,US,Amazon,5.3,224,2.392,6.7,Marshall Cook
Chick Fight,MOVIE,2020,98,action,US,Amazon,4.7,3865,11.544,5.9,Paul Leyden
Manne No 13,MOVIE,2020,105,horror,IN,Amazon,3.2,250,1.4,10,
Max Cloud,MOVIE,2020,88,comedy,GB,Amazon,4.7,5059,5.782,5.3,Martin Owen
Scary Bride,MOVIE,2020,73,horror,US,Amazon,2.5,220,1.014,6,Dan Grin
Stealing Chaplin,MOVIE,2020,105,drama,CA,Amazon,5.3,103,3.024,2,Paul Tanter
The Family Tree,MOVIE,2020,131,romance,"US,PA",Amazon,5.8,3823,2.635,2,Jorge Ameer
Reunion,MOVIE,2020,95,horror,NZ,Amazon,4.4,565,2.982,5.4,Jake Mahaffy
Konga TNT,MOVIE,2020,73,horror,CA,Amazon,1.9,137,4.626,5.029120879,Brett Kelly
The Arbors,MOVIE,2020,116,horror,US,Amazon,3.9,416,1.979,5.2,Clayton Witmer
Victoria,MOVIE,2020,90,comedy,RU,Amazon,6.3,41,0.87,5,Ural Safin
Complete Strangers,MOVIE,2020,105,thriller,ES,Amazon,4.5,497,0.976,5.606822811,Pau Masó
Patra Vaitha Nerupondru,MOVIE,2020,134,thriller,IN,Amazon,6.6,119,1.628,6,Vinoth Rajendran
No Gogó do Paulinho,MOVIE,2020,98,comedy,US,Amazon,5.4,248,2.037,5.821511111,Roberto Santucci
The Misadventures of Mistress Maneater,MOVIE,2020,111,romance,US,Amazon,5,394,1.327,5.7,C.J. Julianus
June Again,MOVIE,2020,99,drama,AU,Amazon,7.2,818,6.484,7.6,JJ Winlove
Time Sleeper,MOVIE,2020,93,scifi,CA,Amazon,4.1,52,2.915,5.25320197,Bisong Taiwo
Await the Dawn,MOVIE,2020,90,horror,US,Amazon,3.8,435,6.24,4.4,Pablo Macho Maysonet IV
Positive,MOVIE,2020,94,comedy,US,Amazon,2.9,145,1.831,5,Avai d'Amico
Crucifixion Quake,MOVIE,2020,102,documentation,US,Amazon,6.8,18,1.4265,6.655773956,Marco Bazzi
Killing Byron Bravo,MOVIE,2020,144,thriller,US,Amazon,5.469266917,970,3.459,5.606822811,Daniel Nunez
Max and Me,MOVIE,2020,104,drama,US,Amazon,5.6,165,2.12,5.989918256,Claire Andrew
Road Head,MOVIE,2020,84,horror,US,Amazon,5.1,408,3.766,4.5,David Del Rio
Pescador,MOVIE,2020,91,comedy,US,Amazon,7.1,53,2.037,5.821511111,Michael Erger
Amber's Descent,MOVIE,2020,92,thriller,US,Amazon,3.5,148,1.717,5.606822811,Micheal Bafaro
A Gruta,MOVIE,2020,98,horror,BR,Amazon,3,221,41.978,6.4,Arthur Vinciprova
Language Arts,MOVIE,2020,127,drama,US,Amazon,6.8,92,2.696,6,Cornelia Duryée
Seven Short Films About (Our) Marriage,MOVIE,2020,100,drama,US,Amazon,7.1,58,2.337,5.989918256,Christopher J. Hansen
The Project,MOVIE,2020,94,thriller,US,Amazon,4.3,32,0.6,3,Brandon Rhiness
Unprescribed,MOVIE,2020,71,documentation,US,Amazon,7.6,58,0.613,6.655773956,Steve Ellmore
Sugar Daddy,MOVIE,2020,99,drama,CA,Amazon,5.7,454,52.759,6.3,Wendy Morgan
The Florist,MOVIE,2020,90,drama,US,Amazon,3.1,82,1.909,2.5,Andrew Ryan
Here After,MOVIE,2020,121,comedy,US,Amazon,4.9,857,11.252,4.9,Harry Greenberger
Hotel Limbo,MOVIE,2020,90,romance,CA,Amazon,5.4,93,2.984,5,Tina Adams
Into the Waves,MOVIE,2020,75,drama,US,Amazon,6.4,17,0.6,5.989918256,Kyle Hedrick
Goblin,MOVIE,2020,72,horror,US,Amazon,3.1,267,3.291,4,Chris Lee
Woe,MOVIE,2020,84,thriller,US,Amazon,3.7,195,3.015,6.4,Matthew Goodhue
Spell,MOVIE,2020,91,thriller,US,Amazon,5.5,6672,61.22,6.4,Mark Tonderai
Smiley Face Killers,MOVIE,2020,97,horror,US,Amazon,3.6,1181,4.267,3.5,Tim Hunter
Lost at Christmas,MOVIE,2020,101,comedy,GB,Amazon,5.1,454,4.897,5.4,Ryan Hendrick
Christmas Together,MOVIE,2020,87,romance,US,Amazon,5.3,448,2.863,5.83271028,David DeCoteau
Crypto Legacy,MOVIE,2020,71,action,US,Amazon,2.2,72,1.4,6,Charles Townsend
Near Enemies,MOVIE,2020,121,action,US,Amazon,3.7,35,1.193,6,Michael Fredianelli
The Man Who Walked Around the World,MOVIE,2020,43,documentation,US,Amazon,5.9,23,1.455,6.655773956,Anthony Wonke
Middle Class Melodies,MOVIE,2020,135,comedy,IN,Amazon,7.8,3645,3.327,6.7,Vinod Anantoju
Deceptive Intentions,MOVIE,2020,90,action,US,Amazon,2.6,41,0.6,5.624277457,Robert L. Parker III
The Prayer List,MOVIE,2020,103,drama,US,Amazon,6,61,0.651,5.989918256,Stevie Fernandez
Frightvision,MOVIE,2020,102,horror,US,Amazon,3.9,66,0.623,5.029120879,Selena D.
"Harry Chapin: When in Doubt, Do Something",MOVIE,2020,93,music,US,Amazon,7.7,75,2.013,6.618965517,Rick Korn
Cobalt Heir,MOVIE,2020,87,drama,US,Amazon,6.9,20,0.6,5.989918256,Zach Fortney
Doorman,MOVIE,2020,82,drama,US,Amazon,8.5,14,2.12,5.989918256,Pradhuman Singh
House Monster,MOVIE,2020,70,drama,US,Amazon,2.9,20,0.943,5,David Axe
Finding Jesus,MOVIE,2020,69,family,US,Amazon,1.1,422,1.588,1,Jason Wright
Sergei: Unplugged Cinema by Shailendra Singh,MOVIE,2020,54,drama,US,Amazon,6.6,10,2.12,5.989918256,Shailendra Singh
The Exorcism in Amarillo,MOVIE,2020,84,horror,US,Amazon,3.7,111,0.6,4,Ashley Hays Wright
Small Town Remedies,MOVIE,2020,95,drama,US,Amazon,6.107832666,453.5,2.12,5.989918256,R.W. Perkins
Halloween Hero,MOVIE,2020,52,drama,US,Amazon,6.4,24,2.12,5.989918256,Ashley Hays Wright
The Scarlet Pirate,MOVIE,2020,75,comedy,US,Amazon,5.917838246,345,2.037,5.821511111,Jon Silver
Kaatskill Kannibals,MOVIE,2020,55,horror,US,Amazon,3.4,42,0.868,5.029120879,Michael X. Rose
WINE and WAR,MOVIE,2020,95,documentation,LB,Amazon,7.9,28,1.169,6.655773956,Mark Johnston
Pasture,MOVIE,2020,100,horror,US,Amazon,3.6,164,2.699,5.029120879,Sean Hardaway
Writing Kim,MOVIE,2020,78,drama,US,Amazon,6.4,22,1.253,1,Luvia Petersen
Sweet Face,MOVIE,2020,86,drama,US,Amazon,6.107832666,453.5,2.12,5.989918256,Kayode Kasum
1 Night In San Diego,MOVIE,2020,85,comedy,US,Amazon,3.4,464,3.885,5.6,Penelope Lawson
Useless,MOVIE,2020,90,drama,US,Amazon,5.3,164,3.726,8.5,Josiah Burdick
The Bloodhound,MOVIE,2020,77,horror,US,Amazon,4.8,537,3.868,5,Patrick Picard
We Still Say Grace,MOVIE,2020,94,thriller,US,Amazon,5.4,577,5.924,6.5,Brad Helmink
A Royal Christmas Engagement,MOVIE,2020,80,romance,US,Amazon,4.7,366,2.438,5.1,Fred Olen Ray
Break Even,MOVIE,2020,95,action,US,Amazon,5.1,941,2.591,5,Shane Stanley
15 Killings,MOVIE,2020,97,thriller,US,Amazon,3.3,230,2.32,4.6,I. Drakos
Unpaused,MOVIE,2020,113,drama,IN,Amazon,7,2507,1.982,5.8,Nikkhil Advani
Sweet River,MOVIE,2020,102,horror,AU,Amazon,4.9,628,3.716,5.6,Justin McMillan
A Sunburnt Christmas,MOVIE,2020,100,crime,AU,Amazon,6.8,673,4.383,7.2,Christiaan Van Vuuren
Christmas Staycation,MOVIE,2020,77,comedy,US,Amazon,8.3,756,2.318,9.5,Jordan Imiola
Price of Love,MOVIE,2020,108,drama,US,Amazon,6,73,0.623,5.989918256,Kamal Smith
The Road Ahead,MOVIE,2020,100,drama,CA,Amazon,5.1,108,2.539,5.8,Cat Hostick
Guvva Gorinka,MOVIE,2020,121,romance,IN,Amazon,5.2,148,1.4,5.83271028,Mohan Babu Bammidi
"Love, Repeat",MOVIE,2020,77,romance,IN,Amazon,4,131,0.628,5.83271028,Shelagh Carter
From the Depths,MOVIE,2020,85,horror,US,Amazon,2.4,381,3.84,5.9,Jose Montesinos
Meteor Moon,MOVIE,2020,88,scifi,US,Amazon,2.4,494,8.229,2.6,Brian Nowak
Chasing the Rain,MOVIE,2020,117,drama,US,Amazon,4.7,238,4.28,7,Cindy Jansen
Pulk,MOVIE,2020,86,drama,CA,Amazon,2.9,172,2.648,5.989918256,Julian Filigno
The Lost,MOVIE,2020,81,drama,US,Amazon,5.2,164,4.911,5.989918256,Peter Stylianou
Bigfoot: The Conspiracy,MOVIE,2020,77,thriller,US,Amazon,3.9,104,1.4,4.5,Chris Simoes
Respite,MOVIE,2020,77,crime,US,Amazon,4.4,177,1.216,3.5,Saro Varjabedian
Infidelity,MOVIE,2020,107,drama,US,Amazon,7.4,48,1.122,5.989918256,Tyrone Jackson
Archive,MOVIE,2020,109,fantasy,"HU,US,GB",Amazon,6.3,18923,12.345,6.2,Gavin Rothery
God City Da Movie,MOVIE,2020,86,crime,US,Amazon,2.7,40,2.393,5.763592233,Muscle Trap
Namaste Wahala,MOVIE,2020,106,comedy,NG,Netflix,5.1,1557,2.696,7.7,Hamisha Daryani Ahuja
Who's the Boss,MOVIE,2020,105,comedy,US,Netflix,5.7,39,2.236,4,Chinaza Onuzo
Strain,MOVIE,2020,106,drama,US,Netflix,5.6,25,5.4405,6.562987966,Uduak-Obong Patrick
Sanitation Day,MOVIE,2020,104,thriller,NG,Netflix,3.3,18,0.994,6.158261589,Seyi Babatope
Nneka the Pretty Serpent,MOVIE,2020,140,horror,NG,Netflix,3.7,126,2.577,3.8,Tosin Igho
RattleSnake: The Ahanna Story,MOVIE,2020,135,drama,US,Netflix,4.7,110,5.4405,6.562987966,Ramsey Nouah
La Vocera,MOVIE,2020,82,documentation,MX,Netflix,7.2,55,1.679,6.5,Luciana Kaplan
Perfume Imaginary Museum “Time Warp”,MOVIE,2020,53,music,JP,Netflix,6.5,24,1.555,7,Daito Manabe
Dear Affy,MOVIE,2020,126,romance,NG,Netflix,5.2,5,0.939,6.376866667,Samuel Olatunji
Small Chops,MOVIE,2020,98,drama,NG,Netflix,3,31,1.2,6.562987966,Robert Peters
Kedibone,MOVIE,2020,94,drama,ZA,Netflix,4.5,174,2.368,10,Thomas Gumede
Unroyal,MOVIE,2020,97,drama,NG,Netflix,6.460730594,2589,0.981,6.562987966,Moses Inwang
Motu Patlu in the Game of Zones,MOVIE,2020,87,fantasy,IN,Netflix,10,4551,1.307,10,Suhas Kadav
U-Turn,MOVIE,2020,120,thriller,"PS,PH",Netflix,4.4,272,1.68,5.7,Roderick Cabrido
A Choo,MOVIE,2020,101,romance,TW,Netflix,5.5,378,3.187,5,Kevin Ko
Wasp Network,MOVIE,2020,128,thriller,"BR,FR,ES,BE",Netflix,5.9,10368,10.195,6.1,
The Devil All the Time,MOVIE,2020,138,crime,US,Netflix,7.1,122321,22.872,7.3,Antonio Campos
I'm Thinking of Ending Things,MOVIE,2020,134,drama,US,Netflix,6.6,83093,17.61,6.6,Charlie Kaufman
Kannum Kannum Kollaiyadithaal,MOVIE,2020,162,comedy,IN,Netflix,7.7,6851,5.585,6.8,Desingh Periyasamy
Asphalt Burning,MOVIE,2020,100,comedy,"NO,DE",Netflix,5.1,2315,18.974,5.4,Hallvard Bræin
Spelling the Dream,MOVIE,2020,82,documentation,US,Netflix,6.9,720,2.957,7.7,Sam Rega
Violet Evergarden: The Movie,MOVIE,2020,140,fantasy,JP,Netflix,8.3,6099,19.795,8.5,Taichi Ishidate
We Summon the Darkness,MOVIE,2020,91,thriller,US,Netflix,5.2,10483,8.183,5.5,Marc Meyers
Cut Throat City,MOVIE,2020,123,thriller,US,Netflix,4.8,2594,10.445,6.6,RZA
Brahms: The Boy II,MOVIE,2020,86,thriller,"CN,US,AU,CA",Netflix,4.7,17048,29.249,6.017,William Brent Bell
All the Bright Places,MOVIE,2020,108,romance,US,Netflix,6.5,28355,81.765,7.7,Brett Haley
Rebecca,MOVIE,2020,123,romance,GB,Netflix,6,41232,11.042,6.3,Ben Wheatley
Time to Hunt,MOVIE,2020,135,thriller,KR,Netflix,6.3,5621,14.681,7.2,Yoon Sunghyun
The Call,MOVIE,2020,112,scifi,KR,Netflix,7.1,30772,33.987,7.6,Chung-Hyun Lee
Silver Skates,MOVIE,2020,136,history,RU,Netflix,7.1,5946,13.837,7.9,Michael Lockshin
Jezebel,MOVIE,2020,88,drama,US,Netflix,6.6,931,1.22,6.6,Numa Perrier
Bad Trip,MOVIE,2020,87,comedy,"CA,US",Netflix,6.5,24537,73.507,6.1,Kitao Sakurai
To All the Boys: P.S. I Still Love You,MOVIE,2020,102,romance,US,Netflix,6,37471,38.468,6.898,Michael Fimognari
"Yes, God, Yes",MOVIE,2020,78,comedy,"GB,US",Netflix,6.1,15155,41.666,6.4,Karen Maine
The Last Thing He Wanted,MOVIE,2020,116,thriller,"GB,US",Netflix,4.3,15238,12.128,4.9,Dee Rees
Tread,MOVIE,2020,88,crime,US,Netflix,7.1,3074,2.637,6.7,Paul Solet
Love Aaj Kal,MOVIE,2020,141,romance,IN,Netflix,6.8,16075,3.983,6.1,Imtiaz Ali
Bulletproof 2,MOVIE,2020,97,action,US,Netflix,3.5,615,12.219,6.7,Don Michael Paul
Hating Peter Tatchell,MOVIE,2020,91,documentation,"AU,GB",Netflix,7.6,787,2.761,6.5,Christopher Amos
The Unknown Saint,MOVIE,2020,100,comedy,"MA,FR,QA",Netflix,6.5,1127,2.526,6.4,Alaa Eddine Aljem
The Half of It,MOVIE,2020,104,comedy,US,Netflix,6.9,36576,17.948,7.2,Alice Wu
Fatima,MOVIE,2020,113,drama,"PT,US",Netflix,6.5,3232,8.184,7.2,Marco Pontecorvo
Lost Girls,MOVIE,2020,95,thriller,US,Netflix,6.1,21588,12.547,6.1,Liz Garbus
